super_opeid,opeid,institution_name,superopeid_name,multi
82,4009,MESABI RANGE COMMUNITY AND TECHNICAL COLLEGE,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,5252,RIDGEWATER COLLEGE,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,5263,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,5533,SAINT PAUL COLLEGE - A COMMUNITY & TECHNICAL COLLEGE,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,5534,ST. CLOUD TECHNICAL AND COMMUNITY COLLEGE,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,5535,PINE TECHNICAL COLLEGE                                                ,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,5537,SOUTH CENTRAL COLLEGE,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,5538,,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,5541,MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,5544,ALEXANDRIA TECHNICAL AND COMMUNITY COLLEGE,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,5757,LAKE SUPERIOR COLLEGE,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,5758,,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,5759,NORTHWEST TECHNICAL COLLEGE - BEMIDJI,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,6774,,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,6775,RAINY RIVER COMMUNITY COLLEGE,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,7350,ANOKA TECHNICAL COLLEGE,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,7354,,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,7954,NORMANDALE COMMUNITY COLLEGE,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,9346,,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,9740,INVER HILLS COMMUNITY COLLEGE,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,10374,METROPOLITAN STATE UNIVERSITY,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,10402,DAKOTA COUNTY TECHNICAL COLLEGE,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,10491,HENNEPIN TECHNICAL COLLEGE,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,10546,CENTURY COLLEGE,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,25709,,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
82,31291,FOND DU LAC TRIBAL AND COMMUNITY COLLEGE                              ,"MINNESOTA STATE UNIVERSITY SYSTEM, CENTURY AND VARIOUS OTHER MINNESOTA COMMUNITY COLLEGES",1
83,3895,UNIVERSITY OF WISCONSIN - MADISON,UNIVERSITY OF WISCONSIN SYSTEM,1
83,3896,UNIVERSITY OF WISCONSIN - MILWAUKEE,UNIVERSITY OF WISCONSIN SYSTEM,1
83,3897,UNIVERSITY OF WISCONSIN COLLEGES,UNIVERSITY OF WISCONSIN SYSTEM,1
83,3899,UNIVERSITY OF WISCONSIN - GREEN BAY,UNIVERSITY OF WISCONSIN SYSTEM,1
83,3915,UNIVERSITY OF WISCONSIN - STOUT,UNIVERSITY OF WISCONSIN SYSTEM,1
83,3917,UNIVERSITY OF WISCONSIN - EAU CLAIRE,UNIVERSITY OF WISCONSIN SYSTEM,1
83,3919,UNIVERSITY OF WISCONSIN - LACROSSE,UNIVERSITY OF WISCONSIN SYSTEM,1
83,3920,UNIVERSITY OF WISCONSIN - OSHKOSH,UNIVERSITY OF WISCONSIN SYSTEM,1
83,3921,UNIVERSITY OF WISCONSIN - PLATTEVILLE,UNIVERSITY OF WISCONSIN SYSTEM,1
83,3923,UNIVERSITY OF WISCONSIN - RIVER FALLS,UNIVERSITY OF WISCONSIN SYSTEM,1
83,3924,UNIVERSITY OF WISCONSIN - STEVENS POINT,UNIVERSITY OF WISCONSIN SYSTEM,1
83,3925,UNIVERSITY OF WISCONSIN - SUPERIOR,UNIVERSITY OF WISCONSIN SYSTEM,1
83,3926,UNIVERSITY OF WISCONSIN - WHITEWATER,UNIVERSITY OF WISCONSIN SYSTEM,1
83,5015,UNIVERSITY OF WISCONSIN - PARKSIDE,UNIVERSITY OF WISCONSIN SYSTEM,1
83,7643,,UNIVERSITY OF WISCONSIN SYSTEM,1
83,8686,,UNIVERSITY OF WISCONSIN SYSTEM,1
85,1368,TRINIDAD STATE JUNIOR COLLEGE,CERTAIN COLORADO COMMUNITY COLLEGES,1
85,7933,FRONT RANGE COMMUNITY COLLEGE,CERTAIN COLORADO COMMUNITY COLLEGES,1
85,8896,PIKES PEAK COMMUNITY COLLEGE,CERTAIN COLORADO COMMUNITY COLLEGES,1
85,9542,COMMUNITY COLLEGE OF DENVER,CERTAIN COLORADO COMMUNITY COLLEGES,1
85,9543,RED ROCKS COMMUNITY COLLEGE,CERTAIN COLORADO COMMUNITY COLLEGES,1
85,21163,PUEBLO COMMUNITY COLLEGE,CERTAIN COLORADO COMMUNITY COLLEGES,1
85,22769,COMMUNITY COLLEGE OF AURORA,CERTAIN COLORADO COMMUNITY COLLEGES,1
86,1775,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,UNIVERSITY OF ILLINOIS SYSTEM,1
86,1776,UNIVERSITY OF ILLINOIS AT CHICAGO,UNIVERSITY OF ILLINOIS SYSTEM,1
86,3960,,UNIVERSITY OF ILLINOIS SYSTEM,1
86,8001,,UNIVERSITY OF ILLINOIS SYSTEM,1
86,9333,UNIVERSITY OF ILLINOIS AT SPRINGFIELD,UNIVERSITY OF ILLINOIS SYSTEM,1
91,2455,DEVRY INSTITUTE OF TECHNOLOGY,"DEVRY UNIVERSITY, DEVRY INSTITUTE OF TECHNOLOGY AND DENVER TECHNICAL COLLEGE",1
91,3099,DEVRY INSTITUTE OF TECHNOLOGY,"DEVRY UNIVERSITY, DEVRY INSTITUTE OF TECHNOLOGY AND DENVER TECHNICAL COLLEGE",1
91,7648,DENVER TECHNICAL COLLEGE,"DEVRY UNIVERSITY, DEVRY INSTITUTE OF TECHNOLOGY AND DENVER TECHNICAL COLLEGE",1
91,8322,DEVRY INSTITUTE OF TECHNOLOGY,"DEVRY UNIVERSITY, DEVRY INSTITUTE OF TECHNOLOGY AND DENVER TECHNICAL COLLEGE",1
91,9224,DEVRY INSTITUTE OF TECHNOLOGY,"DEVRY UNIVERSITY, DEVRY INSTITUTE OF TECHNOLOGY AND DENVER TECHNICAL COLLEGE",1
91,9228,DEVRY COLLEGE OF TECHNOLOGY,"DEVRY UNIVERSITY, DEVRY INSTITUTE OF TECHNOLOGY AND DENVER TECHNICAL COLLEGE",1
91,10139,DEVRY INSTITUTE OF TECHNOLOGY,"DEVRY UNIVERSITY, DEVRY INSTITUTE OF TECHNOLOGY AND DENVER TECHNICAL COLLEGE",1
91,10727,DEVRY UNIVERSITY,"DEVRY UNIVERSITY, DEVRY INSTITUTE OF TECHNOLOGY AND DENVER TECHNICAL COLLEGE",1
91,22966,DEVRY INSTITUTE OF TECHNOLOGY,"DEVRY UNIVERSITY, DEVRY INSTITUTE OF TECHNOLOGY AND DENVER TECHNICAL COLLEGE",1
91,23329,DEVRY INSTITUTE OF TECHNOLOGY,"DEVRY UNIVERSITY, DEVRY INSTITUTE OF TECHNOLOGY AND DENVER TECHNICAL COLLEGE",1
93,1647,CITY COLLEGES OF CHICAGO SYSTEM OFFICE                                ,CITY COLLEGES OF CHICAGO,1
93,1648,CITY COLLEGES OF CHICAGO HARRY S TRUMAN COLLEGE,CITY COLLEGES OF CHICAGO,1
93,1649,RICHARD J DALEY COLLEGE-CITY COLLEGES OF CHICAGO,CITY COLLEGES OF CHICAGO,1
93,1650,CITY COLLEGES OF CHICAGO - MALCOLM X COLLEGE,CITY COLLEGES OF CHICAGO,1
93,1652,HAROLD WASHINGTON COLLEGE,CITY COLLEGES OF CHICAGO,1
93,1654,CITY COLLEGES OF CHICAGO - KENNEDY KING COLLEGE,CITY COLLEGES OF CHICAGO,1
93,1655,WILBUR WRIGHT COLLEGE,CITY COLLEGES OF CHICAGO,1
93,7688,,CITY COLLEGES OF CHICAGO,1
93,8727,,CITY COLLEGES OF CHICAGO,1
94,4553,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,7327,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,7329,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,7557,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,8329,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,8443,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,9088,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,9837,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,10627,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,11852,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,20652,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,21209,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,22865,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,22915,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,22916,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,23217,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,23218,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,23219,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,23286,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,23598,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,23610,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,23611,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,30704,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,30718,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,30734,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,30874,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,30875,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
94,30876,ITT TECHNICAL INSTITUTE,ITT TECHNICAL INSTITUTE,1
95,1809,INDIANA UNIVERSITY - BLOOMINGTON,INDIANA UNIVERSITY SYSTEM,1
95,1811,INDIANA UNIVERSITY - EAST,INDIANA UNIVERSITY SYSTEM,1
95,1813,INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS,INDIANA UNIVERSITY SYSTEM,1
95,1814,INDIANA UNIVERSITY - KOKOMO,INDIANA UNIVERSITY SYSTEM,1
95,1815,INDIANA UNIVERSITY - NORTHWEST,INDIANA UNIVERSITY SYSTEM,1
95,1816,INDIANA UNIVERSITY - SOUTH BEND,INDIANA UNIVERSITY SYSTEM,1
95,1817,INDIANA UNIVERSITY SOUTHEAST,INDIANA UNIVERSITY SYSTEM,1
95,8002,,INDIANA UNIVERSITY SYSTEM,1
97,8423,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 2,IVY TECH COMMUNITY COLLEGE OF INDIANA SYSTEM,1
97,8546,,IVY TECH COMMUNITY COLLEGE OF INDIANA SYSTEM,1
97,8547,IVY TECH COMMUNITY COLLEGE OF INDIANA -,IVY TECH COMMUNITY COLLEGE OF INDIANA SYSTEM,1
97,9917,IVY TECH COMMUNITY COLLEGE OF INDIANA,IVY TECH COMMUNITY COLLEGE OF INDIANA SYSTEM,1
97,9923,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 11,IVY TECH COMMUNITY COLLEGE OF INDIANA SYSTEM,1
97,9924,IVY TECH COMMUNITY COLLEGE OF INDIANA -,IVY TECH COMMUNITY COLLEGE OF INDIANA SYSTEM,1
97,9925,IVY TECH COMMUNITY COLLEGE OF INDIANA -,IVY TECH COMMUNITY COLLEGE OF INDIANA SYSTEM,1
97,9926,IVY TECH COMMUNITY COLLEGE OF INDIANA- REGION 3,IVY TECH COMMUNITY COLLEGE OF INDIANA SYSTEM,1
97,10037,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 9,IVY TECH COMMUNITY COLLEGE OF INDIANA SYSTEM,1
97,10038,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 10,IVY TECH COMMUNITY COLLEGE OF INDIANA SYSTEM,1
97,10039,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 4,IVY TECH COMMUNITY COLLEGE OF INDIANA SYSTEM,1
97,10040,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 1,IVY TECH COMMUNITY COLLEGE OF INDIANA SYSTEM,1
97,10041,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 5,IVY TECH COMMUNITY COLLEGE OF INDIANA SYSTEM,1
97,10109,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 13,IVY TECH COMMUNITY COLLEGE OF INDIANA SYSTEM,1
97,35213,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 14,IVY TECH COMMUNITY COLLEGE OF INDIANA SYSTEM,1
98,30682,OHIO CENTER FOR BROADCASTING,ILLINOIS AND OHIO CENTER FOR BROADCASTING,1
98,30780,OHIO CENTER FOR BROADCASTING,ILLINOIS AND OHIO CENTER FOR BROADCASTING,1
98,31018,ILLINOIS CENTER FOR BROADCASTING,ILLINOIS AND OHIO CENTER FOR BROADCASTING,1
100,1270,RIVERSIDE CITY COLLEGE,RIVERSIDE COMMUNITY COLLEGE DISTRICT,1
100,41735,MORENO VALLEY COLLEGE,RIVERSIDE COMMUNITY COLLEGE DISTRICT,1
100,41761,NORCO COLLEGE,RIVERSIDE COMMUNITY COLLEGE DISTRICT,1
107,7839,TRIANGLE TECH,TRIANGLE TECH,1
107,20902,TRIANGLE TECH,TRIANGLE TECH,1
107,21290,TRIANGLE TECH,TRIANGLE TECH,1
107,21744,TRIANGLE TECH,TRIANGLE TECH,1
108,3379,UNIVERSITY OF PITTSBURGH - PITTSBURGH,UNIVERSITY OF PITTSBURGH SYSTEM,1
108,3380,UNIVERSITY OF PITTSBURGH - BRADFORD,UNIVERSITY OF PITTSBURGH SYSTEM,1
108,3381,UNIVERSITY OF PITTSBURGH - GREENSBURG,UNIVERSITY OF PITTSBURGH SYSTEM,1
108,3382,UNIVERSITY OF PITTSBURGH AT JOHNSTOWN,UNIVERSITY OF PITTSBURGH SYSTEM,1
108,3383,UNIVERSITY OF PITTSBURGH AT TITUSVILLE                                ,UNIVERSITY OF PITTSBURGH SYSTEM,1
109,9449,PENNCO TECH,PENNCO TECH,1
109,10498,,PENNCO TECH,1
109,21316,PENNCO TECH,PENNCO TECH,1
111,8441,ANTHEM INSTITUTE,ANTHEM INSTITUTE,1
111,10851,ANTHEM INSTITUTE,ANTHEM INSTITUTE,1
111,34264,ANTHEM INSTITUTE,ANTHEM INSTITUTE,1
112,9078,CAPRI INSTITUTE OF HAIR DESIGN,CAPRI INSTITUTE OF HAIR DESIGN,1
112,21836,CAPRI INSTITUTE OF HAIR DESIGN,CAPRI INSTITUTE OF HAIR DESIGN,1
112,22655,CAPRI INSTITUTE OF HAIR DESIGN,CAPRI INSTITUTE OF HAIR DESIGN,1
113,7506,LINCOLN TECHNICAL INSTITUTE,LINCOLN TECHNICAL INSTITUTE AND LINCOLN COLLEGE OF TECHNOLOGY,1
113,7547,LINCOLN COLLEGE OF TECHNOLOGY,LINCOLN TECHNICAL INSTITUTE AND LINCOLN COLLEGE OF TECHNOLOGY,1
113,7759,LINCOLN TECHNICAL INSTITUTE,LINCOLN TECHNICAL INSTITUTE AND LINCOLN COLLEGE OF TECHNOLOGY,1
113,7832,LINCOLN TECHNICAL INSTITUTE,LINCOLN TECHNICAL INSTITUTE AND LINCOLN COLLEGE OF TECHNOLOGY,1
113,7936,LINCOLN COLLEGE OF TECHNOLOGY,LINCOLN TECHNICAL INSTITUTE AND LINCOLN COLLEGE OF TECHNOLOGY,1
113,7938,LINCOLN COLLEGE OF TECHNOLOGY,LINCOLN TECHNICAL INSTITUTE AND LINCOLN COLLEGE OF TECHNOLOGY,1
113,8353,LINCOLN COLLEGE OF TECHNOLOGY,LINCOLN TECHNICAL INSTITUTE AND LINCOLN COLLEGE OF TECHNOLOGY,1
113,10316,LINCOLN COLLEGE OF TECHNOLOGY,LINCOLN TECHNICAL INSTITUTE AND LINCOLN COLLEGE OF TECHNOLOGY,1
113,12461,LINCOLN TECHNICAL INSTITUTE,LINCOLN TECHNICAL INSTITUTE AND LINCOLN COLLEGE OF TECHNOLOGY,1
113,31963,LINCOLN TECHNICAL INSTITUTE,LINCOLN TECHNICAL INSTITUTE AND LINCOLN COLLEGE OF TECHNOLOGY,1
113,32323,LINCOLN TECHNICAL INSTITUTE,LINCOLN TECHNICAL INSTITUTE AND LINCOLN COLLEGE OF TECHNOLOGY,1
116,7133,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7137,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7148,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7156,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7200,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7205,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7210,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7219,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7226,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7237,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7238,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7248,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7258,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7367,MARINELLO SCHOOLS OF BEAUTY,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7371,MARINELLO SCHOOL OF BEAUTY,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7418,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7456,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7457,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7458,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,7476,MARINELLO SCHOOLS OF BEAUTY,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,8332,MARINELLO SCHOOL OF BEAUTY,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,8414,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,8874,MARINELLO SCHOOL OF BEAUTY,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,8981,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,10339,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,10417,MARINELLO SCHOOL OF BEAUTY,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,10766,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,10767,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,10768,,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,12650,MARINELLO SCHOOL OF BEAUTY,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,12651,MARINELLO SCHOOL OF BEAUTY,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,12911,MARINELLO SCHOOL OF BEAUTY,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,20549,MARINELLO SCHOOL OF BEAUTY,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,20864,MARINELLO SCHOOL OF BEAUTY,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,21746,MARINELLO SCHOOL OF BEAUTY,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,22213,MARINELLO SCHOOL OF BEAUTY,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,22556,MARINELLO SCHOOL OF BEAUTY,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,22612,HAIR PROFESSIONALS ACADEMY OF COSMETOLOGY,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
116,23387,MARINELLO SCHOOL OF BEAUTY,"MARINELLO SCHOOL OF BEAUTY, XENON INTERNATIONAL ACADEMY, INTERNATIONAL SCHOOL OF SKIN AND NAILCARE AND HAIR PROFESSIONALS ACADEMY",1
